AGE,GENDER,COO,DATE_APPREHENDED,REFERRAL_DATE,DATE_ORR_APPROVED,REFERRING OFFICE,FACILITY_APPROVED,REUNITIED_SEP_PARENTS,UAC STATUS,Date Discharged,Reason fo Separation
17,M,Honduras,1/31/2019,2/1/2019,2/3/2019,Harlingen (SNA),Homestead,Other approp. Circumstances,DISCHARGED,3/3/2019,"Parent has Criminal
History"
2,M,Honduras,2/7/2019,2/11/2019,2/12/2019,Harlingen (SNA),CC Fort Worth TFC,Other approp. Circumstances,DISCHARGED,2/28/2019,"Parent has Criminal history (US or Home
Country)"
16,F,Guatemala,2/3/2019,2/5/2019,2/6/2019,Harlingen (SNA),Southwest Key Rio Grande,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)"
1,M,Honduras,2/1/2019,2/3/2019,2/3/2019,Harlingen (SNA),Southwest Key Combes,Still In Care,ADMITTED,,Criminal History
5,M,Honduras,2/3/2019,2/4/2019,2/4/2019,Harlingen (SNA),BCFS San Antonio TFC,Other approp. Circumstances,DISCHARGED,3/22/2019,Criminal History
6,M,Guatemala,2/12/2019,2/16/2019,2/15/2019,San Antonio (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal
History"
12,M,Guatemala,2/16/2019,2/16/2019,2/15/2019,San Diego  (SND),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal
History"
15,F,Honduras,2/12/2019,2/18/2019,2/20/2019,Harlingen (SNA),Maryville Academy,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)"
15,F,Guatemala,2/7/2019,2/8/2019,2/9/2019,Harlingen (SNA),Southwest Key Antigua,Other approp. Circumstances,DISCHARGED,3/10/2019,"Parent has Criminal
history (US or Home Country)"
15,F,El Salvador,2/10/2019,2/15/2019,2/15/2019,Harlingen (SNA),CHSI San Benito,Other approp. Circumstances,DISCHARGED,3/10/2019,"Parent has Criminal history (US or Home
Country)"
A,B,C,D,E,F,G,H,I,J,K,L
4,M,Honduras,2/15/2019,2/16/2019,2/13/2019,Harlingen (SNA),BCFS San Antonio TFC,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)"
16,M,El Salvador,2/9/2019,2/17/2019,2/18/2019,Harlingen (SNA),Southwest Key Conroe,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)"
11,F,Honduras,2/14/2019,2/18/2019,2/20/2019,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)"
6,F,Honduras,2/14/2019,2/18/2019,2/20/2019,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,3/27/2019,"Parent has Criminal history (US or Home
Country)"
2,F,El Salvador,2/15/2019,2/19/2019,2/21/2019,Harlingen (SNA),LSS Carolinas TFC,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)"
6,F,Honduras,2/19/2019,2/20/2019,2/21/2019,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)"
17,F,Honduras,2/12/2019,2/17/2019,2/17/2019,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)"
9,M,El Salvador,2/12/2019,2/19/2019,2/20/2019,Harlingen (SNA),CHSI Casa Norma Linda,Other approp. Circumstances,DISCHARGED,3/30/2019,"Parent has Criminal history (US or Home
Country)"
8,M,El Salvador,2/14/2019,2/18/2019,2/20/2019,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has cartel/gang
affiliation"
17,M,Guatemala,2/15/2019,2/20/2019,2/20/2019,Harlingen (SNA),BCFS Harlingen,Other approp. Circumstances,DISCHARGED,3/19/2019,"Parent has Criminal
history (US or Home Country)"
3,M,El Salvador,2/25/2019,2/28/2019,3/1/2019,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)"
9,M,Guatemala,2/26/2019,2/28/2019,3/2/2019,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)"
17,M,Honduras,2/21/2019,2/25/2019,2/26/2019,Harlingen (SNA),BCFS San Antonio,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)"
5,F,Honduras,2/21/2019,2/26/2019,2/27/2019,Harlingen (SNA),BCFS San Antonio TFC,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)"
6,F,Honduras,2/23/2019,2/27/2019,2/28/2019,Harlingen (SNA),BCFS San Antonio TFC,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)"
6,F,Honduras,2/23/2019,2/25/2019,2/27/2019,Harlingen (SNA),LSS of New York TFC,Still In Care,ADMITTED,,"Parent has Criminal
History"
3,M,Honduras,2/25/2019,2/26/2019,2/27/2019,Harlingen (SNA),BCFS San Antonio TFC,Other approp. Circumstances,DISCHARGED,3/23/2019,"Parent has Criminal history (US or Home
Country)"
4,M,Honduras,2/26/2019,2/28/2019,3/1/2019,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)"
10,M,Honduras,2/26/2019,2/28/2019,3/1/2019,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)"
8,F,Guatemala,2/20/2019,2/26/2019,2/27/2019,El Paso  (ELP),His House,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)"
A,B,C,D,E,F,G,H,I,J,K,L
13,F,Guatemala,2/21/2019,2/24/2019,2/27/2019,El Paso  (ELP),Southwest Key Conroe,Still In Care,ADMITTED,,Immigration history only
7,F,Honduras,2/1/2019,2/6/2019,2/6/2019,Harlingen (SNA),Southwest Key Combes,Other approp. Circumstances,DISCHARGED,2/19/2019,"Parent has Criminal
history (US or Home Country)"
14,F,Mexico,7/14/2018,7/16/2018,7/16/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Phoenix,Reunited with Sep. Parent,DISCHARGED,10/11/2018,Other
3,F,Guatemala,11/27/2018,11/30/2018,12/2/2018,San Diego  (SND),Leake and Watts TFC,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home Country); parent has
cartel/gang affiliation."
17,F,Guatemala,7/24/2018,7/26/2018,7/26/2018,San Diego  (SND),Southwest Key San Diego,Reunited with Sep. Parent,DISCHARGED,1/1/2019,"Parent has health
issues/hospitalized"
0,M,Honduras,7/27/2018,7/28/2018,7/29/2018,San Diego  (SND),Southwest Key Sol,Other approp. Circumstances,DISCHARGED,9/28/2018,"Parent has Criminal
history (US or Home Country)"
17,M,India,10/8/2018,10/8/2018,10/8/2018,,Youthcare,Reunited with Sep. Parent,DISCHARGED,10/10/2018,"Parent has health
issues/hospitalized"
6,M,El Salvador,9/5/2018,9/6/2018,9/7/2018,San Antonio (SNA),Cayuga Centers,Reunited with Sep. Parent,DISCHARGED,12/13/2018,"Parent has cartel/gang
affiliation"
12,F,Guatemala,2/4/2019,2/7/2019,2/7/2019,Harlingen (SNA),Bokenkamp TFC,Other approp. Circumstances,DISCHARGED,3/31/2019,"Parent has Criminal history (US or Home
Country)"
11,M,Guatemala,9/7/2018,9/9/2018,9/9/2018,,Southwest Key Casa Kokopelli,Other approp. Circumstances,DISCHARGED,12/12/2018,"Parent has Criminal
history (US or Home Country)"
6,M,Guatemala,7/10/2018,7/11/2018,7/12/2018,"Phoenix, AZ  (PHO)",Southwest Key Campbell,Other approp. Circumstances,DISCHARGED,10/12/2018,"Parent has both Criminal
& Immigration history charges (US/Home Country)"
11,M,Guatemala,8/25/2018,8/28/2018,8/29/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Phoenix,Reunited with Sep. Parent,DISCHARGED,9/4/2018,"Parent has health
issues/hospitalized"
14,F,Guatemala,8/17/2018,8/23/2018,8/23/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Other approp. Circumstances,DISCHARGED,12/4/2018,"Parent has Criminal
history (US or Home Country)"
8,M,Guatemala,9/16/2018,9/19/2018,9/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Other approp. Circumstances,DISCHARGED,3/18/2019,"Parent has Criminal
history"
8,M,Guatemala,9/6/2018,9/9/2018,9/10/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Other approp. Circumstances,DISCHARGED,2/7/2019,"Parent has Criminal
history (US or Home Country)"
11,M,Guatemala,9/17/2018,9/19/2018,9/21/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Padre,Other approp. Circumstances,DISCHARGED,1/2/2019,"Parent has Criminal history (US or Home
Country)"
9,M,Guatemala,11/6/2018,11/10/2018,11/11/2018,"Phoenix, AZ  (PHO)",LSS of New York TFC,Other approp. Circumstances,DISCHARGED,1/28/2019,"Parent has Criminal
history (US or Home Country)"
11,M,Guatemala,12/7/2018,12/8/2018,12/11/2018,"Phoenix, AZ  (PHO)",CHSI Casa Norma Linda,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)"
1,F,Honduras,9/26/2018,10/4/2018,10/4/2018,"Phoenix, AZ  (PHO)",Southwest Key Campbell,Reunited with Sep. Parent,DISCHARGED,10/10/2018,"Parent has health
issues/hospitalized"
9,M,Mexico,7/5/2018,7/6/2018,7/8/2018,San Diego  (SND),Bethany Christian Services Maryland,Reunited with Sep. Parent,DISCHARGED,10/15/2018,"Parent has Criminal history (US or Home
Country)"
13,F,Mexico,9/12/2018,9/17/2018,9/17/2018,San Diego  (SND),Crittenton Shelter,Other approp. Circumstances,DISCHARGED,2/21/2019,Other
16,M,Mexico,8/12/2018,8/14/2018,8/14/2018,,Crittenton Shelter,Reunited with Sep. Parent,DISCHARGED,9/7/2018,Other
0,F,Honduras,7/4/2018,7/6/2018,7/6/2018,Harlingen (SNA),Heartland CHAP,Other approp. Circumstances,DISCHARGED,10/5/2018,Other
4,F,El Salvador,11/27/2018,12/1/2018,12/2/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,2/12/2019,"Parent has Criminal history (US or Home
Country)"
A,B,C,D,E,F,G,H,I,J,K,L
7,M,El Salvador,11/27/2018,12/2/2018,12/2/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,2/12/2019,"Parent has Criminal
history (US or Home Country)"
17,M,Mexico,9/3/2018,9/6/2018,9/8/2018,El Paso  (ELP),Southwest Key Casa Padre,Other approp. Circumstances,DISCHARGED,10/10/2018,"Sent for immigration
prosecution"
3,M,Honduras,6/15/2018,7/3/2018,7/4/2018,San Antonio (SNA),Southwest Key Sol,Reunited with Sep. Parent,DISCHARGED,7/26/2018,"Parent has cartel/gang
affiliation"
12,F,El Salvador,7/21/2018,7/23/2018,7/24/2018,Harlingen (SNA),Southwest Key Rio Grande,Reunited with Sep. Parent,DISCHARGED,10/5/2018,"Parent has Criminal history (US or Home
Country)"
15,M,El Salvador,7/23/2018,7/26/2018,7/26/2018,Harlingen (SNA),Southwest Key Casa Padre,Other approp. Circumstances,DISCHARGED,12/5/2018,"Parent has Criminal
history (US or Home Country)"
14,M,El Salvador,7/26/2018,7/28/2018,7/29/2018,Harlingen (SNA),Southwest Key Rio Grande,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)"
3,F,El Salvador,9/5/2018,9/8/2018,9/9/2018,Harlingen (SNA),BCFS San Antonio TFC,Other approp. Circumstances,DISCHARGED,2/26/2019,Parent has criminal history (US/Home Country); sent for immigration prosecution.
16,M,Mexico,8/26/2018,8/26/2018,8/27/2018,Harlingen (SNA),LSSS New Hope,Reunited with Sep. Parent,DISCHARGED,11/24/2018,"Parent has both Criminal & Immigration history charges (US/Home
Country)"
13,F,Mexico,8/26/2018,8/26/2018,8/27/2018,Harlingen (SNA),LSSS New Hope,Reunited with Sep. Parent,DISCHARGED,11/24/2018,"Parent has both Criminal & Immigration history charges (US/Home
Country)"
9,M,Mexico,6/21/2018,8/30/2018,8/31/2018,Harlingen (SNA),BCFS San Antonio TFC,Other approp. Circumstances,DISCHARGED,11/7/2018,"Parent has both Criminal & Immigration history charges (US/Home
Country)"
11,F,Honduras,6/21/2018,9/18/2018,9/18/2018,Harlingen (SNA),Southwest Key Combes,Reunited with Sep. Parent,DISCHARGED,9/20/2018,"Parent has health
issues/hospitalized"
8,M,Mexico,8/1/2018,8/2/2018,8/3/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,12/24/2018,"Parent has Criminal
history (US or Home Country)"
15,M,Honduras,8/2/2018,8/6/2018,8/6/2018,Harlingen (SNA),Southwest Key El Presidente,Reunited with Sep. Parent,DISCHARGED,1/15/2019,"Parent has Criminal
history (US or Home Country)"
14,M,Honduras,8/3/2018,8/3/2018,8/4/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep. Parent,DISCHARGED,8/8/2018,"Parent has health
issues/hospitalized"
9,F,Honduras,6/7/2018,7/2/2018,7/4/2018,El Paso  (ELP),BCFS Raymondville,Other approp. Circumstances,DISCHARGED,12/8/2018,"Parent has cartel/gang
affiliation"
8,M,Honduras,9/20/2018,9/26/2018,9/28/2018,El Paso  (ELP),Leake and Watts TFC,Reunited with Sep. Parent,DISCHARGED,10/22/2018,"Parent has both Criminal & Immigration history charges (US/Home
Country)"
6,M,Honduras,9/20/2018,9/26/2018,9/27/2018,El Paso  (ELP),The Villages,Reunited with Sep. Parent,DISCHARGED,11/1/2018,"Sent for immigration
prosecution."
10,F,Honduras,7/25/2018,7/27/2018,7/28/2018,El Paso  (ELP),BCFS San Antonio TFC,Still In Care,ADMITTED,,"Parent has cartel/gang
affiliation"
9,M,Honduras,7/25/2018,7/27/2018,7/28/2018,El Paso  (ELP),BCFS San Antonio TFC,Still In Care,ADMITTED,,"Parent has cartel/gang
affiliation"
1,M,Mexico,10/21/2018,10/24/2018,10/23/2018,San Diego  (SND),Southwest Key Combes,Other approp. Circumstances,DISCHARGED,2/21/2019,"Parent has Criminal
history (US or Home Country)"
A,B,C,D,E,F,G,H,I,J,K,L
1,M,Honduras,11/3/2018,11/6/2018,11/7/2018,San Diego  (SND),Southwest Key Combes,Other approp. Circumstances,DISCHARGED,12/23/2018,"Parent has Criminal
history charges (US/Home Country); cartel/gang affiliation."
10,M,Mexico,8/31/2018,9/4/2018,9/5/2018,San Diego  (SND),Southwest Key Casa Phoenix,Reunited with Sep. Parent,DISCHARGED,10/10/2018,Other
16,M,Mexico,9/14/2018,9/17/2018,9/17/2018,San Diego  (SND),Crittenton Shelter,Other approp. Circumstances,DISCHARGED,12/14/2018,Other
5,M,Guatemala,10/22/2018,10/24/2018,10/24/2018,San Diego  (SND),International Christian Adoptions,Other approp. Circumstances,DISCHARGED,12/18/2018,"Parent has Criminal
history (US or Home Country)"
16,F,Mexico,11/12/2018,11/15/2018,11/15/2018,,Southwest Key San Diego,Reunited with Sep. Parent,DISCHARGED,12/12/2018,Other
8,M,Guatemala,10/19/2018,10/22/2018,10/22/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Still In Care,ADMITTED,,Sent for prosecution
4,F,Guatemala,11/4/2018,11/6/2018,11/8/2018,"Phoenix, AZ  (PHO)",LSS of New York TFC,Other approp. Circumstances,DISCHARGED,3/19/2019,"Parent has Criminal
history (US or Home Country)"
6,M,Guatemala,10/7/2018,10/8/2018,10/9/2018,"Phoenix, AZ  (PHO)",Southwest Key Glendale,Other approp. Circumstances,DISCHARGED,12/29/2018,"Parent has both Criminal & Immigration history charges (US/Home
Country)"
4,M,Guatemala,10/17/2018,10/23/2018,10/25/2018,"Phoenix, AZ  (PHO)",Southwest Key Combes,Reunited with Sep. Parent,DISCHARGED,2/21/2019,"Parent has cartel/gang affiliation; criminal
history."
13,M,Guatemala,11/30/2018,12/6/2018,12/7/2018,"Phoenix, AZ  (PHO)",The Villages,Other approp. Circumstances,DISCHARGED,2/27/2019,"Parent has Criminal history (US or Home
Country)"
15,F,Guatemala,12/19/2018,12/23/2018,12/24/2018,"Phoenix, AZ  (PHO)",Southwest Key San Diego,Other approp. Circumstances,DISCHARGED,3/30/2019,Criminal History
9,M,Guatemala,11/7/2018,11/9/2018,11/11/2018,"Phoenix, AZ  (PHO)",Leake and Watts TFC,Other approp. Circumstances,DISCHARGED,2/17/2019,"Parent has Criminal history (US or Home
Country)"
6,F,Guatemala,11/13/2018,11/15/2018,11/17/2018,"Phoenix, AZ  (PHO)",Southwest Key Combes,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)"
2,M,Honduras,11/14/2018,11/21/2018,11/23/2018,"Phoenix, AZ  (PHO)",Southwest Key Combes,Other approp. Circumstances,DISCHARGED,1/5/2019,Has cartel/gang affiliation; sent for immigration prosecution.
2,M,Guatemala,1/24/2019,1/25/2019,1/26/2019,"Phoenix, AZ  (PHO)",Southwest Key Combes,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)"
7,M,Guatemala,11/16/2018,11/22/2018,11/23/2018,"Phoenix, AZ  (PHO)",BCFS San Antonio TFC,Reunited with Sep. Parent,DISCHARGED,3/15/2019,Criminal History
5,M,Guatemala,11/17/2018,11/27/2018,11/28/2018,"Phoenix, AZ  (PHO)",Nuevo Amanecer LCS,Other approp. Circumstances,DISCHARGED,2/18/2019,"Parent has health
issues/hospitalized"
14,M,Guatemala,11/27/2018,12/1/2018,12/2/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Padre,Other approp. Circumstances,DISCHARGED,12/17/2018,"Parent has both Criminal
& Immigration history charges (US/Home Country)"
16,M,Guatemala,11/30/2018,12/2/2018,12/3/2018,"Phoenix, AZ  (PHO)",BCFS Harlingen,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)"
3,M,Honduras,12/7/2018,12/9/2018,12/10/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Still In Care,ADMITTED,,Criminal History
14,M,Guatemala,12/15/2018,12/17/2018,12/19/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Padre,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)"
6,M,Guatemala,12/11/2018,12/15/2018,12/17/2018,"Phoenix, AZ  (PHO)",Southwest Key Combes,Other approp. Circumstances,DISCHARGED,1/9/2019,Criminal History
15,F,Guatemala,2/24/2019,2/27/2019,2/28/2019,"Phoenix, AZ  (PHO)",Crittenton Shelter,Still In Care,ADMITTED,,Child Safety
7,M,Guatemala,9/2/2018,3/8/2019,3/8/2019,Harlingen (SNA),Southwest Key Combes,Other approp. Circumstances,DISCHARGED,3/20/2019,"Parent has Criminal
History (US/Home Country); sent for immigration prosecution"
A,B,C,D,E,F,G,H,I,J,K,L
2,F,El Salvador,8/13/2018,8/17/2018,8/18/2018,Harlingen (SNA),LSS of New York TFC,Other approp. Circumstances,DISCHARGED,1/7/2019,"Parent has cartel/gang
affiliation"
16,M,Honduras,8/10/2018,8/15/2018,8/15/2018,Harlingen (SNA),BCFS Harlingen,Other approp. Circumstances,DISCHARGED,1/29/2019,"Parent has Criminal
history (US or Home Country)"
15,F,Guatemala,8/21/2018,8/24/2018,8/24/2018,Harlingen (SNA),Southwest Key Antigua,Reunited with Sep. Parent,DISCHARGED,3/6/2019,Child safety
11,M,Honduras,8/21/2018,1/10/2019,1/10/2019,Harlingen (SNA),BCFS Raymondville,Still In Care,ADMITTED,,"Parent has cartel/gang
affiliation"
14,M,Honduras,8/24/2018,8/31/2018,8/31/2018,Harlingen (SNA),Southwest Key Casa Padre,Other approp. Circumstances,DISCHARGED,1/25/2019,"Parent has Criminal
history (US or Home Country)"
5,M,El Salvador,8/24/2018,9/21/2018,9/22/2018,San Antonio (SNA),Cayuga Centers,Reunited with Sep. Parent,DISCHARGED,9/29/2018,Other
1,F,Guatemala,8/25/2018,8/28/2018,8/28/2018,Harlingen (SNA),Southwest Key Combes,Reunited with Sep. Parent,DISCHARGED,2/8/2019,"Parent has health
issues/hospitalized"
15,M,Guatemala,8/27/2018,8/28/2018,8/28/2018,Harlingen (SNA),Southwest Key Casa Padre,Other approp. Circumstances,DISCHARGED,1/1/2019,"Parent has both Criminal & Immigration history charges (US/Home
Country)"
8,F,El Salvador,8/27/2018,8/30/2018,8/31/2018,Harlingen (SNA),BCFS San Antonio TFC,Other approp. Circumstances,DISCHARGED,11/9/2018,"Parent has Criminal history (US or Home Country) and gang
affiliation"
13,F,Honduras,8/28/2018,8/30/2018,8/30/2018,Harlingen (SNA),Southwest Key El Presidente,Other approp. Circumstances,DISCHARGED,12/22/2018,"Parent has Criminal history (US or Home
Country)"
5,F,Guatemala,9/22/2018,9/23/2018,9/24/2018,San Diego  (SND),Cayuga Centers,Reunited with Sep. Parent,DISCHARGED,12/11/2018,"Parent has health
issues/hospitalized"
11,F,El Salvador,11/1/2018,11/7/2018,11/9/2018,San Diego  (SND),Southwest Key Combes,Other approp. Circumstances,DISCHARGED,11/20/2018,"Parent has cartel/gang affiliation; sent for
prosecution"
7,M,El Salvador,11/1/2018,11/7/2018,11/9/2018,San Diego  (SND),Southwest Key Combes,Other approp. Circumstances,DISCHARGED,11/20/2018,"Parent has cartel/gang
affiliation; sent for prosecution"
6,M,Guatemala,11/18/2018,1/16/2019,1/16/2019,San Diego  (SND),Southwest Key San Diego,Reunited with Sep. Parent,DISCHARGED,3/19/2019,Criminal History
11,F,Honduras,10/9/2018,10/9/2018,10/10/2018,,BCFS San Antonio TFC,Still In Care,ADMITTED,,Sent for prosecution
4,F,Guatemala,8/3/2018,8/4/2018,8/5/2018,El Paso  (ELP),Upbring,Other approp. Circumstances,DISCHARGED,11/16/2018,"Parent has Criminal history (US or Home
Country)"
12,M,Honduras,8/11/2018,8/15/2018,8/17/2018,El Paso  (ELP),MercyFirst,Other approp. Circumstances,DISCHARGED,11/17/2018,"Sent for immigration
prosecution."
4,M,El Salvador,8/25/2018,8/30/2018,8/31/2018,El Paso  (ELP),Nuevo Amanecer LCS,Reunited with Sep. Parent,DISCHARGED,12/12/2018,Parent has cartel/gang affiliation; sent for immigration prosecution.
15,M,El Salvador,8/31/2018,9/14/2018,9/14/2018,Baltimore  (BAL),Board of Child Care Shelter,Other approp. Circumstances,DISCHARGED,12/13/2018,"Parent has Criminal history (US or Home
Country)"
13,F,El Salvador,9/4/2018,9/9/2018,9/10/2018,Harlingen (SNA),Southwest Key Conroe,Still In Care,ADMITTED,,"Parent has both Criminal & Immigration history charges (US/Home
Country)"
12,M,Honduras,9/3/2018,9/5/2018,9/7/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,2/19/2019,"Parent has Criminal
history (US or Home Country)"
17,F,Honduras,1/10/2019,1/12/2019,1/13/2019,Harlingen (SNA),Southwest Key Antigua,Other approp. Circumstances,DISCHARGED,2/18/2019,"Parent has Criminal
history (US or Home Country)"
A,B,C,D,E,F,G,H,I,J,K,L
16,M,Honduras,9/4/2018,9/8/2018,9/8/2018,Harlingen (SNA),Southwest Key Casa Padre,Other approp. Circumstances,DISCHARGED,10/30/2018,"Parent has Criminal
history (US or Home Country)"
