,AGE,GENDER,COO,DATE_APPREHENDED,REFERRAL_DATE,DATE_ORR_APPROVED,REFERRING OFFICE,FACILITY_APPROVED,REUNITIED_SEP_PARENTS,UAC STATUS,Date Discharged,Reason fo Separation,lat,lon,Duration
1921,15,F,Honduras,2018-06-23,6/24/2018,6/25/2018,Harlingen (SNA),Bokenkamp Children’s Shelter,Discharged Under other approp circumstances,DISCHARGED,11/2/2018,Zero Tolerance Policy,27.71790130420733,-97.34967108875165,132
886,2,M,Mexico,2018-06-24,6/27/2018,6/28/2018,Harlingen (SNA),Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/11/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,17
1924,12,M,Honduras,2018-06-24,6/26/2018,6/27/2018,Harlingen (SNA),BCFS - San Antonio Transitional Foster Care,Discharged Under other approp circumstances,DISCHARGED,12/29/2018,Zero Tolerance Policy,29.489023513806092,-98.5685671455097,188
1925,15,M,Honduras,2018-06-24,6/27/2018,6/28/2018,Harlingen (SNA),Southwest Key - El Presidente,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,25.944447,-97.450052,29
885,7,M,Mexico,2018-06-24,6/27/2018,6/28/2018,Harlingen (SNA),Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/11/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,17
837,10,F,Mexico,2018-06-25,6/25/2018,6/26/2018,Laredo (LRD),Southwest Key - Hacienda del Sol,Still in Care,ADMITTED,,Zero Tolerance Policy,33.59771115911375,-112.30353218770304,0
838,9,M,Honduras,2018-06-25,6/26/2018,6/28/2018,Laredo (LRD),Board of Child Care Shelter,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,39.346900872776,-76.76049583255488,29
1950,7,M,Honduras,2018-06-29,7/4/2018,7/5/2018,Harlingen (SNA),Southwest Key - El Presidente,Other approp. Circumstances,DISCHARGED,8/5/2018,"Parent has Criminal
History",25.944447,-97.450052,37
2690,9,M,Mexico,2018-07-05,7/6/2018,7/8/2018,San Diego  (SND),Bethany Christian Services TFC - Baltimore,Reunited with Sep. Parent,DISCHARGED,10/15/2018,"Parent has Criminal history (US or Home
Country)",38.98937137244992,-76.69293258909268,102
1951,17,M,El Salvador,2018-07-06,7/6/2018,7/7/2018,Harlingen (SNA),Children’s Village Shelter,Other approp. Circumstances,DISCHARGED,10/24/2018,"Gang
Membership/Affiliation",40.86712278967711,-73.89302256434361,110
2681,6,M,Guatemala,2018-07-10,7/11/2018,7/12/2018,"Phoenix, AZ  (PHO)",Southwest Key - Campbell,Other approp. Circumstances,DISCHARGED,10/12/2018,"Parent has both Criminal
& Immigration history charges (US/Home Country)",33.50126,-112.11539,94
2673,14,F,Mexico,2018-07-14,7/16/2018,7/16/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Phoenix,Reunited with Sep. Parent,DISCHARGED,10/11/2018,Other,33.43648884057369,-112.08148486867414,89
2697,12,F,El Salvador,2018-07-21,7/23/2018,7/24/2018,Harlingen (SNA),Southwest Key - Rio Grande,Reunited with Sep. Parent,DISCHARGED,10/5/2018,"Parent has Criminal history (US or Home
Country)",26.136415111921824,-97.6220972781903,76
2698,15,M,El Salvador,2018-07-23,7/26/2018,7/26/2018,Harlingen (SNA),Southwest Key - Casa Padre,Other approp. Circumstances,DISCHARGED,12/5/2018,"Parent has Criminal
history (US or Home Country)",25.94322,-97.42408,135
2675,17,F,Guatemala,2018-07-24,7/26/2018,7/26/2018,San Diego  (SND),Southwest Key - San Diego',Reunited with Sep. Parent,DISCHARGED,1/1/2019,"Parent has health
issues/hospitalized",32.807801,-116.937924,161
2712,9,M,Honduras,2018-07-25,7/27/2018,7/28/2018,El Paso  (ELP),BCFS - San Antonio Transitional Foster Care,Still In Care,ADMITTED,,"Parent has cartel/gang
affiliation",29.489023513806092,-98.5685671455097,0
2711,10,F,Honduras,2018-07-25,7/27/2018,7/28/2018,El Paso  (ELP),BCFS - San Antonio Transitional Foster Care,Still In Care,ADMITTED,,"Parent has cartel/gang
affiliation",29.489023513806092,-98.5685671455097,0
2699,14,M,El Salvador,2018-07-26,7/28/2018,7/29/2018,Harlingen (SNA),Southwest Key - Rio Grande,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)",26.136415111921824,-97.6220972781903,0
2676,0,M,Honduras,2018-07-27,7/28/2018,7/29/2018,San Diego  (SND),Southwest Key - Hacienda del Sol,Other approp. Circumstances,DISCHARGED,9/28/2018,"Parent has Criminal
history (US or Home Country)",33.59771115911375,-112.30353218770304,63
2705,8,M,Mexico,2018-08-01,8/2/2018,8/3/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,12/24/2018,"Parent has Criminal
history (US or Home Country)",40.8088,-73.9307,145
2706,15,M,Honduras,2018-08-02,8/6/2018,8/6/2018,Harlingen (SNA),Southwest Key - El Presidente,Reunited with Sep. Parent,DISCHARGED,1/15/2019,"Parent has Criminal
history (US or Home Country)",25.944447,-97.450052,166
2753,4,F,Guatemala,2018-08-03,8/4/2018,8/5/2018,El Paso  (ELP),Upbring Transitional Foster Care program in El Paso,Other approp. Circumstances,DISCHARGED,11/16/2018,"Parent has Criminal history (US or Home
Country)",31.802536523580358,-106.39747593121628,105
2707,14,M,Honduras,2018-08-03,8/3/2018,8/4/2018,Harlingen (SNA),BCFS - Harlingen,Reunited with Sep. Parent,DISCHARGED,8/8/2018,"Parent has health
issues/hospitalized",26.190327116846483,-97.6776081421415,5
2739,16,M,Honduras,2018-08-10,8/15/2018,8/15/2018,Harlingen (SNA),BCFS - Harlingen,Other approp. Circumstances,DISCHARGED,1/29/2019,"Parent has Criminal
history (US or Home Country)",26.190327116846483,-97.6776081421415,172
2754,12,M,Honduras,2018-08-11,8/15/2018,8/17/2018,El Paso  (ELP),MercyFirst,Other approp. Circumstances,DISCHARGED,11/17/2018,"Sent for immigration
prosecution.",40.82190315799205,-73.48837767356392,98
2692,16,M,Mexico,2018-08-12,8/14/2018,8/14/2018,,Crittenton Services for Children and Families,Reunited with Sep. Parent,DISCHARGED,9/7/2018,Other,33.875025172927295,-117.91111291569258,26
2738,2,F,El Salvador,2018-08-13,8/17/2018,8/18/2018,Harlingen (SNA),Lutheran Social Services of New York Safe Haven for Children,Other approp. Circumstances,DISCHARGED,1/7/2019,"Parent has cartel/gang
affiliation",40.81396993020305,-73.9664686138336,147
2683,14,F,Guatemala,2018-08-17,8/23/2018,8/23/2018,"Phoenix, AZ  (PHO)",Southwest Key - Estrella del Norte,Other approp. Circumstances,DISCHARGED,12/4/2018,"Parent has Criminal
history (US or Home Country)",32.241632,-110.97948,109
2740,15,F,Guatemala,2018-08-21,8/24/2018,8/24/2018,Harlingen (SNA),Southwest Key - Antigua,Reunited with Sep. Parent,DISCHARGED,3/6/2019,Child safety,26.123897,-97.632978,197
2741,11,M,Honduras,2018-08-21,1/10/2019,1/10/2019,Harlingen (SNA),BCFS - Raymondville,Still In Care,ADMITTED,,"Parent has cartel/gang
affiliation",26.451811397813433,-97.79827777339452,0
2743,5,M,El Salvador,2018-08-24,9/21/2018,9/22/2018,San Antonio (SNA),Cayuga Centers,Reunited with Sep. Parent,DISCHARGED,9/29/2018,Other,40.8088,-73.9307,36
2742,14,M,Honduras,2018-08-24,8/31/2018,8/31/2018,Harlingen (SNA),Southwest Key - Casa Padre,Other approp. Circumstances,DISCHARGED,1/25/2019,"Parent has Criminal
history (US or Home Country)",25.94322,-97.42408,154
2755,4,M,El Salvador,2018-08-25,8/30/2018,8/31/2018,El Paso  (ELP),Nuevo Amanecer Latino Children Services,Reunited with Sep. Parent,DISCHARGED,12/12/2018,Parent has cartel/gang affiliation; sent for immigration prosecution.,34.28755910934501,-118.43619217796676,109
2682,11,M,Guatemala,2018-08-25,8/28/2018,8/29/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Phoenix,Reunited with Sep. Parent,DISCHARGED,9/4/2018,"Parent has health
issues/hospitalized",33.43648884057369,-112.08148486867414,10
2744,1,F,Guatemala,2018-08-25,8/28/2018,8/28/2018,Harlingen (SNA),Southwest Key - Combes),Reunited with Sep. Parent,DISCHARGED,2/8/2019,"Parent has health
issues/hospitalized",26.239331,-97.729311,167
2702,13,F,Mexico,2018-08-26,8/26/2018,8/27/2018,Harlingen (SNA),Upbring New Hope Children’s Center,Reunited with Sep. Parent,DISCHARGED,11/24/2018,"Parent has both Criminal & Immigration history charges (US/Home
Country)",26.210123491244904,-98.21048473254535,90
2701,16,M,Mexico,2018-08-26,8/26/2018,8/27/2018,Harlingen (SNA),Upbring New Hope Children’s Center,Reunited with Sep. Parent,DISCHARGED,11/24/2018,"Parent has both Criminal & Immigration history charges (US/Home
Country)",26.210123491244904,-98.21048473254535,90
2745,15,M,Guatemala,2018-08-27,8/28/2018,8/28/2018,Harlingen (SNA),Southwest Key - Casa Padre,Other approp. Circumstances,DISCHARGED,1/1/2019,"Parent has both Criminal & Immigration history charges (US/Home
Country)",25.94322,-97.42408,127
2746,8,F,El Salvador,2018-08-27,8/30/2018,8/31/2018,Harlingen (SNA),BCFS - San Antonio Transitional Foster Care,Other approp. Circumstances,DISCHARGED,11/9/2018,"Parent has Criminal history (US or Home Country) and gang
affiliation",29.489023513806092,-98.5685671455097,74
2766,0,F,Honduras,2018-08-27,8/30/2018,8/30/2018,Del Rio (DRO),St. Peter-St. Joseph Children’s Home - Transitional Foster Care,Other approp. Circumstances,DISCHARGED,11/12/2018,"Parent has Criminal history (US or Home
Country)",29.38916001522818,-98.49268524637117,77
2747,13,F,Honduras,2018-08-28,8/30/2018,8/30/2018,Harlingen (SNA),Southwest Key - El Presidente,Other approp. Circumstances,DISCHARGED,12/22/2018,"Parent has Criminal history (US or Home
Country)",25.944447,-97.450052,116
2478,1,F,Honduras,2018-08-30,1/31/2019,1/31/2019,El Paso  (ELP),Upbring Transitional Foster Care program in El Paso,Reunited with Sep. Parent,DISCHARGED,2/12/2019,"Parent has Criminal
history (US or Home Country)",31.802536523580358,-106.39747593121628,166
2715,10,M,Mexico,2018-08-31,9/4/2018,9/5/2018,San Diego  (SND),Southwest Key - Casa Phoenix,Reunited with Sep. Parent,DISCHARGED,10/10/2018,Other,33.43648884057369,-112.08148486867414,40
2756,15,M,El Salvador,2018-08-31,9/14/2018,9/14/2018,Baltimore  (BAL),Board of Child Care Shelter,Other approp. Circumstances,DISCHARGED,12/13/2018,"Parent has Criminal history (US or Home
Country)",39.346900872776,-76.76049583255488,104
2479,5,F,Guatemala,2018-08-31,9/5/2018,9/6/2018,El Paso  (ELP),BCFS - San Antonio Transitional Foster Care,Reunited with Sep. Parent,DISCHARGED,10/6/2018,"Parent has health
issues/hospitalized",29.489023513806092,-98.5685671455097,36
2770,7,M,Guatemala,2018-08-31,9/3/2018,9/3/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,12/2/2018,Other,40.8088,-73.9307,93
2737,7,M,Guatemala,2018-09-02,3/8/2019,3/8/2019,Harlingen (SNA),Southwest Key - Combes),Other approp. Circumstances,DISCHARGED,3/20/2019,"Parent has Criminal
History (US/Home Country); sent for immigration prosecution",26.239331,-97.729311,199
2758,12,M,Honduras,2018-09-03,9/5/2018,9/7/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,2/19/2019,"Parent has Criminal
history (US or Home Country)",40.8088,-73.9307,169
2695,17,M,Mexico,2018-09-03,9/6/2018,9/8/2018,El Paso  (ELP),Southwest Key - Casa Padre,Other approp. Circumstances,DISCHARGED,10/10/2018,"Sent for immigration
prosecution",25.94322,-97.42408,37
2760,16,M,Honduras,2018-09-04,9/8/2018,9/8/2018,Harlingen (SNA),Southwest Key - Casa Padre,Other approp. Circumstances,DISCHARGED,10/30/2018,"Parent has Criminal
history (US or Home Country)",25.94322,-97.42408,56
2757,13,F,El Salvador,2018-09-04,9/9/2018,9/10/2018,Harlingen (SNA),Southwest Key - Conroe,Still In Care,ADMITTED,,"Parent has both Criminal & Immigration history charges (US/Home
Country)",30.371544,-95.512041,0
2678,6,M,El Salvador,2018-09-05,9/6/2018,9/7/2018,San Antonio (SNA),Cayuga Centers,Reunited with Sep. Parent,DISCHARGED,12/13/2018,"Parent has cartel/gang
affiliation",40.8088,-73.9307,99
2700,3,F,El Salvador,2018-09-05,9/8/2018,9/9/2018,Harlingen (SNA),BCFS - San Antonio Transitional Foster Care,Other approp. Circumstances,DISCHARGED,2/26/2019,Parent has criminal history (US/Home Country); sent for immigration prosecution.,29.489023513806092,-98.5685671455097,174
2685,8,M,Guatemala,2018-09-06,9/9/2018,9/10/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Other approp. Circumstances,DISCHARGED,2/7/2019,"Parent has Criminal
history (US or Home Country)",40.8088,-73.9307,154
2761,6,F,El Salvador,2018-09-07,9/9/2018,9/10/2018,Harlingen (SNA),BCFS - San Antonio Transitional Foster Care,Other approp. Circumstances,DISCHARGED,1/23/2019,"Parent has Criminal history (US or Home Country); sent for
immigraiton prosecution",29.489023513806092,-98.5685671455097,138
2680,11,M,Guatemala,2018-09-07,9/9/2018,9/9/2018,,Southwest Key - Casa Kokopelli,Other approp. Circumstances,DISCHARGED,12/12/2018,"Parent has Criminal
history (US or Home Country)",33.41057000348104,-111.81485200053244,96
2762,0,M,Honduras,2018-09-10,9/12/2018,9/12/2018,Harlingen (SNA),BCFS - San Antonio Transitional Foster Care,Still In Care,ADMITTED,,Sent for prosecution,29.489023513806092,-98.5685671455097,0
2691,13,F,Mexico,2018-09-12,9/17/2018,9/17/2018,San Diego  (SND),Crittenton Services for Children and Families,Other approp. Circumstances,DISCHARGED,2/21/2019,Other,33.875025172927295,-117.91111291569258,162
2716,16,M,Mexico,2018-09-14,9/17/2018,9/17/2018,San Diego  (SND),Crittenton Services for Children and Families,Other approp. Circumstances,DISCHARGED,12/14/2018,Other,33.875025172927295,-117.91111291569258,91
2764,4,M,El Salvador,2018-09-15,9/21/2018,9/22/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep. Parent,DISCHARGED,12/11/2018,"Parent has cartel/gang
affiliation",40.8088,-73.9307,87
2684,8,M,Guatemala,2018-09-16,9/19/2018,9/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Other approp. Circumstances,DISCHARGED,3/18/2019,"Parent has Criminal
history",40.8088,-73.9307,183
2686,11,M,Guatemala,2018-09-17,9/19/2018,9/21/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Padre,Other approp. Circumstances,DISCHARGED,1/2/2019,"Parent has Criminal history (US or Home
Country)",25.94322,-97.42408,107
2765,8,M,Honduras,2018-09-19,9/20/2018,9/21/2018,Harlingen (SNA),St. Peter-St. Joseph Children’s Home - Transitional Foster Care,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home Country); sent for
immigration prosecution",29.38916001522818,-98.49268524637117,0
2480,12,M,Guatemala,2018-09-20,9/20/2018,9/22/2018,Harlingen (SNA),Rising Ground,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)",40.69217204490131,-73.98591825255677,0
2709,8,M,Honduras,2018-09-20,9/26/2018,9/28/2018,El Paso  (ELP),Rising Ground,Reunited with Sep. Parent,DISCHARGED,10/22/2018,"Parent has both Criminal & Immigration history charges (US/Home
Country)",40.69217204490131,-73.98591825255677,32
2710,6,M,Honduras,2018-09-20,9/26/2018,9/27/2018,El Paso  (ELP),The Villages,Reunited with Sep. Parent,DISCHARGED,11/1/2018,"Sent for immigration
prosecution.",39.057085480413406,-95.78697096777489,42
2481,7,M,Guatemala,2018-09-21,9/22/2018,9/24/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,2/25/2019,"Parent has Criminal
history (US or Home Country)",40.8088,-73.9307,157
2748,5,F,Guatemala,2018-09-22,9/23/2018,9/24/2018,San Diego  (SND),Cayuga Centers,Reunited with Sep. Parent,DISCHARGED,12/11/2018,"Parent has health
issues/hospitalized",40.8088,-73.9307,80
2689,1,F,Honduras,2018-09-26,10/4/2018,10/4/2018,"Phoenix, AZ  (PHO)",Southwest Key - Campbell,Reunited with Sep. Parent,DISCHARGED,10/10/2018,"Parent has health
issues/hospitalized",33.50126,-112.11539,14
2495,16,F,Honduras,2018-09-29,9/30/2018,10/1/2018,Harlingen (SNA),BCFS - San Antonio,Still In Care,ADMITTED,,"Parent has both Criminal & Immigration history charges (US/Home
Country)",29.489023513806092,-98.5685671455097,0
2482,6,M,El Salvador,2018-09-30,10/5/2018,10/5/2018,Harlingen (SNA),Southwest Key - Combes),Other approp. Circumstances,DISCHARGED,12/1/2018,"Parent has cartel/gang
affiliation",26.239331,-97.729311,62
2496,4,M,Honduras,2018-10-02,10/5/2018,10/5/2018,Harlingen (SNA),Southwest Key - Combes),Other approp. Circumstances,DISCHARGED,12/21/2018,"Parent has cartel/gang
affiliation",26.239331,-97.729311,80
2497,7,M,El Salvador,2018-10-04,10/6/2018,10/7/2018,Harlingen (SNA),Southwest Key - Combes),Other approp. Circumstances,DISCHARGED,12/15/2018,"Parent has Criminal
history (US or Home Country)",26.239331,-97.729311,72
2498,11,F,Honduras,2018-10-05,10/9/2018,10/10/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,12/14/2018,"Parent has Criminal history (US or Home
Country)",40.8088,-73.9307,70
2501,6,M,El Salvador,2018-10-05,10/12/2018,10/14/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,12/23/2018,"Parent has Criminal history (US or Home
Country)",40.8088,-73.9307,79
2500,10,F,El Salvador,2018-10-05,10/12/2018,10/14/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,12/23/2018,"Parent has Criminal history (US or Home
Country)",40.8088,-73.9307,79
2499,16,M,El Salvador,2018-10-05,10/12/2018,10/14/2018,Harlingen (SNA),Catholic Guardian Services,Other approp. Circumstances,DISCHARGED,12/23/2018,"Parent has Criminal history (US or Home
Country)",40.880516052246094,-73.89922332763672,79
2721,6,M,Guatemala,2018-10-07,10/8/2018,10/9/2018,"Phoenix, AZ  (PHO)",Southwest Key - Glendale,Other approp. Circumstances,DISCHARGED,12/29/2018,"Parent has both Criminal & Immigration history charges (US/Home
Country)",33.542104,-112.169822,83
2677,17,M,India,2018-10-08,10/8/2018,10/8/2018,,YouthCare,Reunited with Sep. Parent,DISCHARGED,10/10/2018,"Parent has health
issues/hospitalized",47.66829272090686,-122.2998400444896,2
2752,11,F,Honduras,2018-10-09,10/9/2018,10/10/2018,,BCFS - San Antonio Transitional Foster Care,Still In Care,ADMITTED,,Sent for prosecution,29.489023513806092,-98.5685671455097,0
2502,9,M,El Salvador,2018-10-09,10/12/2018,10/13/2018,Harlingen (SNA),Southwest Key - Combes),Still In Care,ADMITTED,,"Parent has cartel/gang
affiliation",26.239331,-97.729311,0
2503,11,F,Honduras,2018-10-10,10/12/2018,10/13/2018,Harlingen (SNA),Southwest Key - Casa Quetzal,Other approp. Circumstances,DISCHARGED,3/12/2019,"Parent has Criminal
history (US or Home Country)",29.867513,-95.407907,153
2504,13,M,Honduras,2018-10-10,10/12/2018,10/13/2018,Harlingen (SNA),Southwest Key - Nueva Esperanza,Other approp. Circumstances,DISCHARGED,11/3/2018,"Parent has both Criminal & Immigration history charges (US/Home
Country)",26.022101482987534,-97.4265115439823,24
2506,2,M,El Salvador,2018-10-11,10/15/2018,10/16/2018,Harlingen (SNA),Upbring Transitional Foster Care program in El Paso,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)",31.802536523580358,-106.39747593121628,0
2763,8,F,El Salvador,2018-10-11,10/11/2018,10/12/2018,San Antonio (SNA),Upbring Transitional Foster Care program in El Paso,Other approp. Circumstances,DISCHARGED,1/12/2019,"Parent has cartel/gang
affiliation",31.802536523580358,-106.39747593121628,93
2507,13,F,El Salvador,2018-10-12,10/13/2018,10/14/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,1/24/2019,"Parent has criminal
history (US/Home Country); sent for prosecution.",40.8088,-73.9307,104
2508,9,M,El Salvador,2018-10-12,10/13/2018,10/14/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,1/24/2019,"Parent has both Criminal & Immigration history charges (US/Home Country); sent for
proseuction",40.8088,-73.9307,104
2509,7,M,El Salvador,2018-10-12,10/13/2018,10/14/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,1/24/2019,"Parent has Criminal
history charges (US/Home Country); sent for proseuction.",40.8088,-73.9307,104
2800,9,M,Guatemala,2018-10-14,10/16/2018,10/16/2018,Harlingen (SNA),BCFS - Raymondville,Still In Care,ADMITTED,,"Unverified Familial
Relationship",26.451811397813433,-97.79827777339452,0
2505,2,M,Honduras,2018-10-15,10/16/2018,10/17/2018,Harlingen (SNA),BCFS - San Antonio Transitional Foster Care,Other approp. Circumstances,DISCHARGED,12/23/2018,"Parent has Criminal
history (US or Home Country)",29.489023513806092,-98.5685671455097,69
2485,15,M,Guatemala,2018-10-15,10/18/2018,10/20/2018,El Paso  (ELP),KidsPeace Broadway Campus,Other approp. Circumstances,DISCHARGED,1/7/2019,Parenthood not verifiable,40.596270487855485,-75.40668221092272,84
2510,14,M,Guatemala,2018-10-16,10/17/2018,10/18/2018,Harlingen (SNA),Southwest Key - El Presidente,Reunited with Sep. Parent,DISCHARGED,12/11/2018,"Parent has Criminal
history (US or Home Country)",25.944447,-97.450052,56
2484,4,M,Guatemala,2018-10-16,10/18/2018,10/19/2018,El Paso  (ELP),Lutheran Social Services of New York Safe Haven for Children,Other approp. Circumstances,DISCHARGED,12/30/2018,"Parent has Criminal history (US or Home Country);gang affiliation; gang affilatiion; sent for
immigraiton proseuction",40.81396993020305,-73.9664686138336,75
2483,1,F,Guatemala,2018-10-16,10/18/2018,10/19/2018,El Paso  (ELP),Lutheran Social Services of New York Safe Haven for Children,Other approp. Circumstances,DISCHARGED,12/30/2018,"Parent has Criminal history (US or Home Country); gang affiliation; sent for immigration
prosecution",40.81396993020305,-73.9664686138336,75
2722,4,M,Guatemala,2018-10-17,10/23/2018,10/25/2018,"Phoenix, AZ  (PHO)",Southwest Key - Combes),Reunited with Sep. Parent,DISCHARGED,2/21/2019,"Parent has cartel/gang affiliation; criminal
history.",26.239331,-97.729311,127
